Org_Identifier,Org_FormalName,Project_Identifier,Location_Identifier,Location_Name,Location_Type,Location_State,Location_HUCEightDigitCode,Location_HUCTwelveDigitCode,Location_TribalLand,Location_Latitude,Location_Longitude,Activity_ActivityIdentifier,Activity_TypeCode,Activity_Media,Activity_MediaSubdivision,ActivityBiological_AssemblageSampled,Activity_StartDate,Activity_StartTime,Activity_StartTimeZone,Activity_DepthHeightMeasure,Activity_DepthHeightMeasureUnit,SampleCollectionMethod_Name,Result_ResultDetectionCondition,Result_Characteristic,Result_MethodSpeciation,Result_SampleFraction,ResultBiological_Intent,ResultBiological_Taxon,ResultDepthHeight_MeasureValue,ResultDepthHeight_MeasureUnit,Result_MeasureIdentifier,Result_MeasureValue,Result_MeasureUnit,Result_MeasureQualifierCode,Result_MeasureStatusIdentifier,Result_StatisticalBase,Result_MeasureValueType,DataQuality_ResultCommentText,DetectionLimit_TypeA,DetectionLimit_MeasureValueA,DetectionLimit_MeasureUnitA,DetectionLimit_CommentTextA,DetectionLimit_TypeB,DetectionLimit_MeasureValueB,DetectionLimit_MeasureUnitB,DetectionLimit_CommentTextB,ResultAnalyticalMethod_Identifier,ResultAnalyticalMethod_IdentifierContext,ResultAnalyticalMethod_Name,ResultAnalyticalMethod_Url,LabInfo_AnalysisStartDate,LabInfo_AnalysisStartTime,LabInfo_AnalysisStartTimeZone,Result_DetectionLimitProfileDownload,Result_LabSamplePrepProfileDownload,ProviderName,Result_CharacteristicComparable,Result_CharacteristicGroup,Org_Type,LastChangeDate,USGSpcode
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', '00GUMQW00']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,570de22d-de77-483e-b1d6-d12b82bd18ec,"Sample - Routine, regular",Water,Surface water,,2020-02-18,13:00:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,02d80a65-6a27-45cd-8df0-8af7f1119655,20.0,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.01,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2020-02-26,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', 'ZF00GUMQW']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,de35cb79-762d-47cf-98d7-30c1f6839cba,"Sample - Routine, regular",Water,Surface water,,2022-02-22,13:00:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,0663dc32-8fd2-4a95-ab20-9c49d62bbf3d,25.0,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.01,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2022-03-08,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', '00UFD3100']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,eb22fe7f-b9e1-4e5c-8710-54a9c9d05b4d,"Sample - Routine, regular",Water,Surface water,,2023-03-28,12:00:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,0acca4e0-9c87-4d5b-a4e3-4310f939d28b,25.9,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.01,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2023-04-27,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', '00GUMQW00']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,8000b8b5-3d50-4ee8-99eb-76573402036e,"Sample - Routine, regular",Water,Surface water,,2018-04-24,13:00:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,1623e01d-0225-41a2-88d0-560d3ee2a256,22.3,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.011,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2018-06-15,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', 'ZF00GUMQW']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,a283ed8e-e20a-483a-bfc8-9d73c607cd7b,"Sample - Routine, regular",Water,Surface water,,2021-02-25,11:45:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,173e68d4-58a3-4897-97a8-4bfa948b2c5e,21.4,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.01,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2021-03-19,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', '00UFD3100']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,e62b0ffa-f3d2-49e1-83f8-3f2ad2fc38a2,"Sample - Routine, regular",Water,Surface water,,2023-02-07,11:45:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,1b50e736-c9fd-4d24-9690-874fe9c5fd01,24.3,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.01,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2023-02-22,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', '00GCB0000']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,ae8f6d68-624e-4383-ab81-cf89d3642dc7,"Sample - Routine, regular",Water,Surface water,,2020-04-14,12:15:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,1fb2a3e7-01b1-47b8-92a7-4baa01d8f05f,21.2,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.01,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2020-04-22,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', 'ZF00GUMQW']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,7e0f4255-6fc8-48c4-a5e1-6ff4791019e1,"Sample - Routine, regular",Water,Surface water,,2022-01-24,12:00:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,211f6047-b67b-4c57-9f51-56377ed6dddd,22.4,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.01,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2022-02-04,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', 'ZF00GUMQW']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,3f13b6ea-85f4-421c-9af3-53700572f373,"Sample - Routine, regular",Water,Surface water,,2022-03-07,11:45:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,22412e8e-9290-4066-a4d2-4cd6abc2f2d9,24.4,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.01,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2022-03-16,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', '00GUMQW00']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,9083b91d-77e9-4ff5-a161-662b6b17a019,"Sample - Routine, regular",Water,Surface water,,2020-06-16,13:00:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,22a71899-5f5a-4f69-942c-33a63f7b1d4a,19.3,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.01,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2020-07-06,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', '00GUMQW00']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,4fa854ca-cfd4-414f-8b62-2164ef9eea72,"Sample - Routine, regular",Water,Surface water,,2018-12-03,11:30:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,244f408b-6dfa-4afe-949a-a2ca75c3c5f8,20.9,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.011,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2018-12-14,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', '00GUMQW00']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,e5b57c15-198f-4ab2-97e5-72dd686a97d4,"Sample - Routine, regular",Water,Surface water,,2019-02-27,11:15:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,27090899-bf9f-4bd7-89e5-8dba9d412bff,22.1,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.011,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2019-04-04,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', 'ZF00GUMQW']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,ea01ff3c-abb1-4946-b0e0-3b491bbf6b03,"Sample - Routine, regular",Water,Surface water,,2022-02-07,14:30:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,2fba64b2-2c7e-47a4-b76c-5b154a9bb9b6,23.5,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.01,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2022-02-22,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', '00UFD3100']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,7fd9f5b3-3647-4429-95df-2ac5b421f6f4,"Sample - Routine, regular",Water,Surface water,,2022-10-18,09:30:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,34e79b62-7a46-4898-8d48-c5e7db4b2bd0,20.6,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.01,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2022-11-01,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', 'ZF00GUMQW']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,51b514a0-7238-42d3-b954-cfd3ecb5a428,"Sample - Routine, with an associated replicate",Water,Surface water,,2022-03-21,14:00:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,3c5c25db-b7b7-4c21-94d1-933621391199,23.9,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.01,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2022-04-01,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', '00GUMQW00']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,c71a3944-aa80-4742-b8ce-5c1b265701d7,"Sample - Routine, regular",Water,Surface water,,2019-05-14,12:30:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,3dddeb8f-5618-40e0-81a6-b5e9f799a59a,22.7,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.011,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2019-06-05,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', '00GUMQW00']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,6e3c02ef-3499-4c65-af9e-5ad557adbabe,"Sample - Routine, regular",Water,Surface water,,2019-01-30,12:45:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,44571984-dd45-44ee-b588-8fb4db661fdf,20.9,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.011,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2019-02-13,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', '00GUMQW00']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,af987751-348b-404d-88b2-e7f71d2657d7,"Sample - Routine, with an associated replicate",Water,Surface water,,2018-06-05,11:00:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,49fc52a1-0681-41fe-a839-cffb9be95acd,20.7,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.011,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2018-07-25,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', 'ZF00GUMQW']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,8e409852-9fb5-4457-9953-b558961cae5b,"Sample - Routine, regular",Water,Surface water,,2021-04-13,11:30:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,4b0a5e42-fa59-4a17-b843-2cc3e6a39711,20.8,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.01,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2021-05-19,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', '00GUMQW00']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,9298922a-8ddf-4dbd-9628-d988bcf43045,"Sample - Routine, regular",Water,Surface water,,2020-07-28,12:30:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,4c0f7bdd-6a86-429c-835d-f948267da444,19.2,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.01,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2020-08-14,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['USGS', '00GYKGS00']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,7c7def30-9c01-4233-a88b-ab475378d4a6,"Sample - Routine, regular",Water,Surface water,,2018-08-28,15:00:00,MST,,,Grab/dip,,Magnesium,,Filtered field and/or lab,,,,,4c935a2a-08c7-42e8-8d6a-6838912fc0fc,20.2,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.011,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2018-09-25,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
USGS,U.S. Geological Survey,"['NAWQA - National Water-Quality Assessment', 'ZF00GUMQW']",USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,Arizona,14070006,140700061105,,36.8643333333333,-111.587872222222,c94a0b7e-4a98-474b-b003-f489ea6088e3,"Sample - Routine, regular",Water,Surface water,,2021-12-13,12:00:00,MST,,,EDI,,Magnesium,,Filtered field and/or lab,,,,,4e834dd4-7711-4070-a213-a2fee7c344f9,22.9,mg/L,,Accepted,,Actual,,,,,,Detection limit by DQCALC,0.01,mg/L,Quantitation limit value of the specified type,PLA11,USDOI/USGS,"Metals, wf, ICP-AES (NWQL)",,2022-01-03,,,,,USGS,,"Inorganics, Major, Metals",,2024-03-25,00925
